"year";"plot";"guilds";"intraguild.type";"metric";"value"
2020;8;"plants-floral visitors";"nesting_larvae";"connectance";0,421436004162331
2019;9;"plants-floral visitors";"nesting_larvae";"connectance";0,443840579710145
2020;9;"plants-floral visitors";"nesting_larvae";"connectance";0,346347607052897
2019;1;"plants-herbivores";"nesting_larvae";"connectance";0,383259911894273
2020;1;"plants-herbivores";"nesting_larvae";"connectance";0,386609071274298
2019;2;"plants-herbivores";"nesting_larvae";"connectance";0,42838370565046
2020;2;"plants-herbivores";"nesting_larvae";"connectance";0,438764643237487
2019;3;"plants-herbivores";"nesting_larvae";"connectance";0,43758573388203
2020;3;"plants-herbivores";"nesting_larvae";"connectance";0,464994775339603
2019;4;"plants-herbivores";"nesting_larvae";"connectance";0,466302367941712
2020;4;"plants-herbivores";"nesting_larvae";"connectance";0,478476821192053
2019;5;"plants-herbivores";"nesting_larvae";"connectance";0,410919540229885
2020;5;"plants-herbivores";"nesting_larvae";"connectance";0,421613394216134
2019;6;"plants-herbivores";"nesting_larvae";"connectance";0,46742209631728
2020;6;"plants-herbivores";"nesting_larvae";"connectance";0,495702005730659
2019;7;"plants-herbivores";"nesting_larvae";"connectance";0,516571428571429
2020;7;"plants-herbivores";"nesting_larvae";"connectance";0,493583415597236
2019;8;"plants-herbivores";"nesting_larvae";"connectance";0,553166069295102
2020;8;"plants-herbivores";"nesting_larvae";"connectance";0,558115183246073
2019;9;"plants-herbivores";"nesting_larvae";"connectance";0,447592067988669
2020;9;"plants-herbivores";"nesting_larvae";"connectance";0,439334637964775
2019;1;"all";"nesting_larvae";"connectance";0,373493975903614
2020;1;"all";"nesting_larvae";"connectance";0,320648343904158
2019;2;"all";"nesting_larvae";"connectance";0,39632277834525
2020;2;"all";"nesting_larvae";"connectance";0,370084269662921
2019;3;"all";"nesting_larvae";"connectance";0,397515527950311
2020;3;"all";"nesting_larvae";"connectance";0,401301518438178
2019;4;"all";"nesting_larvae";"connectance";0,45391061452514
2020;4;"all";"nesting_larvae";"connectance";0,447330447330447
2019;5;"all";"nesting_larvae";"connectance";0,392731535756155
2020;5;"all";"nesting_larvae";"connectance";0,391534391534392
2019;6;"all";"nesting_larvae";"connectance";0,43658810325477
2020;6;"all";"nesting_larvae";"connectance";0,488950276243094
2019;7;"all";"nesting_larvae";"connectance";0,420592193808883
2020;7;"all";"nesting_larvae";"connectance";0,414831130690162
2019;8;"all";"nesting_larvae";"connectance";0,422364217252396
2020;8;"all";"nesting_larvae";"connectance";0,433734939759036
2019;9;"all";"nesting_larvae";"connectance";0,413284132841328
2020;9;"all";"nesting_larvae";"connectance";0,362179487179487
2019;1;"plants";"nesting_larvae_phenology";"connectance";0,403061224489796
2020;1;"plants";"nesting_larvae_phenology";"connectance";0,403061224489796
2019;2;"plants";"nesting_larvae_phenology";"connectance";0,581632653061224
2020;2;"plants";"nesting_larvae_phenology";"connectance";0,581632653061224
2019;3;"plants";"nesting_larvae_phenology";"connectance";0,530612244897959
2020;3;"plants";"nesting_larvae_phenology";"connectance";0,530612244897959
2019;4;"plants";"nesting_larvae_phenology";"connectance";0,57
2020;4;"plants";"nesting_larvae_phenology";"connectance";0,57
2019;5;"plants";"nesting_larvae_phenology";"connectance";0,472222222222222
2020;5;"plants";"nesting_larvae_phenology";"connectance";0,472222222222222
2019;6;"plants";"nesting_larvae_phenology";"connectance";0,518518518518518
2020;6;"plants";"nesting_larvae_phenology";"connectance";0,518518518518518
2019;7;"plants";"nesting_larvae_phenology";"connectance";0,782006920415225
2020;7;"plants";"nesting_larvae_phenology";"connectance";0,782006920415225
2019;8;"plants";"nesting_larvae_phenology";"connectance";0,8046875
2020;8;"plants";"nesting_larvae_phenology";"connectance";0,8046875
2019;9;"plants";"nesting_larvae_phenology";"connectance";0,5859375
2020;9;"plants";"nesting_larvae_phenology";"connectance";0,5859375
2019;1;"floral visitors";"nesting_larvae_phenology";"connectance";0,48
2020;1;"floral visitors";"nesting_larvae_phenology";"connectance";0,217777777777778
2019;2;"floral visitors";"nesting_larvae_phenology";"connectance";0,53125
2020;2;"floral visitors";"nesting_larvae_phenology";"connectance";0,235555555555556
2019;3;"floral visitors";"nesting_larvae_phenology";"connectance";0,432098765432099
2020;3;"floral visitors";"nesting_larvae_phenology";"connectance";0,306122448979592
2019;4;"floral visitors";"nesting_larvae_phenology";"connectance";0,506172839506173
2020;4;"floral visitors";"nesting_larvae_phenology";"connectance";0,36
2019;5;"floral visitors";"nesting_larvae_phenology";"connectance";0,551020408163265
2020;5;"floral visitors";"nesting_larvae_phenology";"connectance";0,36
2019;6;"floral visitors";"nesting_larvae_phenology";"connectance";0,407407407407407
2020;6;"floral visitors";"nesting_larvae_phenology";"connectance";0,5
2019;7;"floral visitors";"nesting_larvae_phenology";"connectance";0,307958477508651
2020;7;"floral visitors";"nesting_larvae_phenology";"connectance";0,223140495867769
2019;8;"floral visitors";"nesting_larvae_phenology";"connectance";0,285
2020;8;"floral visitors";"nesting_larvae_phenology";"connectance";0,246537396121884
2019;9;"floral visitors";"nesting_larvae_phenology";"connectance";0,52
2020;9;"floral visitors";"nesting_larvae_phenology";"connectance";0,1953125
2019;1;"herbivores";"nesting_larvae_phenology";"connectance";0,549382716049383
2020;1;"herbivores";"nesting_larvae_phenology";"connectance";0,611111111111111
2019;2;"herbivores";"nesting_larvae_phenology";"connectance";0,555555555555556
2020;2;"herbivores";"nesting_larvae_phenology";"connectance";0,545706371191136
2019;3;"herbivores";"nesting_larvae_phenology";"connectance";0,564444444444444
2020;3;"herbivores";"nesting_larvae_phenology";"connectance";0,573407202216066
2019;4;"herbivores";"nesting_larvae_phenology";"connectance";0,644444444444444
2020;4;"herbivores";"nesting_larvae_phenology";"connectance";0,6171875
2019;5;"herbivores";"nesting_larvae_phenology";"connectance";0,59375
2020;5;"herbivores";"nesting_larvae_phenology";"connectance";0,688888888888889
2019;6;"herbivores";"nesting_larvae_phenology";"connectance";0,512465373961219
2020;6;"herbivores";"nesting_larvae_phenology";"connectance";0,623268698060942
2019;7;"herbivores";"nesting_larvae_phenology";"connectance";0,642857142857143
2020;7;"herbivores";"nesting_larvae_phenology";"connectance";0,6015625
2019;8;"herbivores";"nesting_larvae_phenology";"connectance";0,555555555555556
2020;8;"herbivores";"nesting_larvae_phenology";"connectance";0,647058823529412
2019;9;"herbivores";"nesting_larvae_phenology";"connectance";0,523545706371191
2020;9;"herbivores";"nesting_larvae_phenology";"connectance";0,574074074074074
2019;1;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,362222222222222
2020;1;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,240928882438316
2019;2;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,42512077294686
2020;2;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,315712187958884
2019;3;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,38568129330254
2020;3;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,337620578778135
2019;4;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,471910112359551
2020;4;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,402116402116402
2019;5;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,388704318936877
2020;5;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,358024691358025
2019;6;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,379699248120301
2020;6;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,467289719626168
2019;7;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,418888888888889
2020;7;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,446708463949843
2019;8;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,392276422764228
2020;8;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,373569198751301
2019;9;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,423913043478261
2020;9;"plants-floral visitors";"nesting_larvae_phenology";"connectance";0,307304785894207
2019;1;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,351321585903084
2020;1;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,359611231101512
2019;2;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,395532194480946
2020;2;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,395101171458999
2019;3;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,388203017832647
2020;3;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,396029258098224
2019;4;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,459016393442623
2020;4;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,448675496688742
2019;5;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,39367816091954
2020;5;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,418569254185693
2019;6;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,400849858356941
2020;6;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,45702005730659
2019;7;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,500571428571429
2020;7;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,475814412635735
2019;8;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,493428912783752
2020;8;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,530890052356021
2019;9;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,403210576015109
2020;9;"plants-herbivores";"nesting_larvae_phenology";"connectance";0,412915851272016
2019;1;"all";"nesting_larvae_phenology";"connectance";0,346815834767642
2020;1;"all";"nesting_larvae_phenology";"connectance";0,295983086680761
2019;2;"all";"nesting_larvae_phenology";"connectance";0,370786516853933
2020;2;"all";"nesting_larvae_phenology";"connectance";0,331460674157303
2019;3;"all";"nesting_larvae_phenology";"connectance";0,358178053830228
2020;3;"all";"nesting_larvae_phenology";"connectance";0,350686912509038
2019;4;"all";"nesting_larvae_phenology";"connectance";0,448324022346369
2020;4;"all";"nesting_larvae_phenology";"connectance";0,418470418470418
2019;5;"all";"nesting_larvae_phenology";"connectance";0,378663540445487
2020;5;"all";"nesting_larvae_phenology";"connectance";0,388888888888889
2019;6;"all";"nesting_larvae_phenology";"connectance";0,383838383838384
2020;6;"all";"nesting_larvae_phenology";"connectance";0,451657458563536
2019;7;"all";"nesting_larvae_phenology";"connectance";0,396366083445491
2020;7;"all";"nesting_larvae_phenology";"connectance";0,397209985315712
2019;8;"all";"nesting_larvae_phenology";"connectance";0,378913738019169
2020;8;"all";"nesting_larvae_phenology";"connectance";0,397590361445783
2019;9;"all";"nesting_larvae_phenology";"connectance";0,377121771217712
2020;9;"all";"nesting_larvae_phenology";"connectance";0,330769230769231
2019;1;"plants";"mean_field";"intra_inter_ratio";5
2020;1;"plants";"mean_field";"intra_inter_ratio";5
2019;2;"plants";"mean_field";"intra_inter_ratio";5
2020;2;"plants";"mean_field";"intra_inter_ratio";5
2019;3;"plants";"mean_field";"intra_inter_ratio";5
2020;3;"plants";"mean_field";"intra_inter_ratio";5
2019;4;"plants";"mean_field";"intra_inter_ratio";5
2020;4;"plants";"mean_field";"intra_inter_ratio";5
2019;5;"plants";"mean_field";"intra_inter_ratio";5
2020;5;"plants";"mean_field";"intra_inter_ratio";5
2019;6;"plants";"mean_field";"intra_inter_ratio";5
2020;6;"plants";"mean_field";"intra_inter_ratio";5
2019;7;"plants";"mean_field";"intra_inter_ratio";5
2020;7;"plants";"mean_field";"intra_inter_ratio";5
2019;8;"plants";"mean_field";"intra_inter_ratio";5
2020;8;"plants";"mean_field";"intra_inter_ratio";5
2019;9;"plants";"mean_field";"intra_inter_ratio";5
2020;9;"plants";"mean_field";"intra_inter_ratio";5
2019;1;"floral visitors";"mean_field";"intra_inter_ratio";5
2020;1;"floral visitors";"mean_field";"intra_inter_ratio";5
2019;2;"floral visitors";"mean_field";"intra_inter_ratio";5
2020;2;"floral visitors";"mean_field";"intra_inter_ratio";5
2019;3;"floral visitors";"mean_field";"intra_inter_ratio";5
2020;3;"floral visitors";"mean_field";"intra_inter_ratio";5
2019;4;"floral visitors";"mean_field";"intra_inter_ratio";5
2020;4;"floral visitors";"mean_field";"intra_inter_ratio";5
2019;5;"floral visitors";"mean_field";"intra_inter_ratio";5
2020;5;"floral visitors";"mean_field";"intra_inter_ratio";5
2019;6;"floral visitors";"mean_field";"intra_inter_ratio";5
2020;6;"floral visitors";"mean_field";"intra_inter_ratio";5
2019;7;"floral visitors";"mean_field";"intra_inter_ratio";5
2020;7;"floral visitors";"mean_field";"intra_inter_ratio";5
2019;8;"floral visitors";"mean_field";"intra_inter_ratio";5
2020;8;"floral visitors";"mean_field";"intra_inter_ratio";5
2019;9;"floral visitors";"mean_field";"intra_inter_ratio";5
2020;9;"floral visitors";"mean_field";"intra_inter_ratio";5
2019;1;"herbivores";"mean_field";"intra_inter_ratio";5
2020;1;"herbivores";"mean_field";"intra_inter_ratio";5
2019;2;"herbivores";"mean_field";"intra_inter_ratio";5
2020;2;"herbivores";"mean_field";"intra_inter_ratio";5
2019;3;"herbivores";"mean_field";"intra_inter_ratio";5
2020;3;"herbivores";"mean_field";"intra_inter_ratio";5
2019;4;"herbivores";"mean_field";"intra_inter_ratio";5
2020;4;"herbivores";"mean_field";"intra_inter_ratio";5
2019;5;"herbivores";"mean_field";"intra_inter_ratio";5
2020;5;"herbivores";"mean_field";"intra_inter_ratio";5
2019;6;"herbivores";"mean_field";"intra_inter_ratio";5
2020;6;"herbivores";"mean_field";"intra_inter_ratio";5
2019;7;"herbivores";"mean_field";"intra_inter_ratio";5
2020;7;"herbivores";"mean_field";"intra_inter_ratio";5
2019;8;"herbivores";"mean_field";"intra_inter_ratio";5
2020;8;"herbivores";"mean_field";"intra_inter_ratio";5
2019;9;"herbivores";"mean_field";"intra_inter_ratio";5
2020;9;"herbivores";"mean_field";"intra_inter_ratio";5
2019;1;"plants-floral visitors";"mean_field";"intra_inter_ratio";-23
2020;1;"plants-floral visitors";"mean_field";"intra_inter_ratio";-28
2019;2;"plants-floral visitors";"mean_field";"intra_inter_ratio";-21
2020;2;"plants-floral visitors";"mean_field";"intra_inter_ratio";-28
2019;3;"plants-floral visitors";"mean_field";"intra_inter_ratio";-22
2020;3;"plants-floral visitors";"mean_field";"intra_inter_ratio";-27
2019;4;"plants-floral visitors";"mean_field";"intra_inter_ratio";-19,2041904061753
2020;4;"plants-floral visitors";"mean_field";"intra_inter_ratio";-16,5979381443299
2019;5;"plants-floral visitors";"mean_field";"intra_inter_ratio";-18
2020;5;"plants-floral visitors";"mean_field";"intra_inter_ratio";-16
2019;6;"plants-floral visitors";"mean_field";"intra_inter_ratio";-19,1666666666667
2020;6;"plants-floral visitors";"mean_field";"intra_inter_ratio";-10
2019;7;"plants-floral visitors";"mean_field";"intra_inter_ratio";-33
2020;7;"plants-floral visitors";"mean_field";"intra_inter_ratio";-27
2019;8;"plants-floral visitors";"mean_field";"intra_inter_ratio";-35
2020;8;"plants-floral visitors";"mean_field";"intra_inter_ratio";-34
2019;9;"plants-floral visitors";"mean_field";"intra_inter_ratio";-25
2020;9;"plants-floral visitors";"mean_field";"intra_inter_ratio";-31
2019;1;"plants-herbivores";"mean_field";"intra_inter_ratio";10,472972972973
2020;1;"plants-herbivores";"mean_field";"intra_inter_ratio";10,472972972973
2019;2;"plants-herbivores";"mean_field";"intra_inter_ratio";10,3807615230461
2020;2;"plants-herbivores";"mean_field";"intra_inter_ratio";10,529695024077
2019;3;"plants-herbivores";"mean_field";"intra_inter_ratio";10,3807615230461
