"species";"min_R";"max_R";"year";"plot";"guilds";"intraguild.type";"sp.guild";"guild.num"
"POMA";0,00380830155305544;0,710067568497895;"2019";4;"Plants";"Resources and 
phenology";"Plants";"one"
"SASO";0,000361238363321465;0,811759172360653;"2019";4;"Plants";"Resources and 
phenology";"Plants";"one"
"BEMA";0,210308471105078;0,591749905366465;"2020";4;"Plants";"Mean field";"Plants";"one"
"CETE";0,213550595837375;0,618364301459688;"2020";4;"Plants";"Mean field";"Plants";"one"
"CHFU";0,212883459841453;0,540561046871828;"2020";4;"Plants";"Mean field";"Plants";"one"
"HOMA";0,212343275472671;0,564194434538685;"2020";4;"Plants";"Mean field";"Plants";"one"
"LEMA";0,213888457943972;0,547633374875632;"2020";4;"Plants";"Mean field";"Plants";"one"
"MESP";0,212086453408441;0,540958538431344;"2020";4;"Plants";"Mean field";"Plants";"one"
"PAIN";0,210835634311293;0,564588211603906;"2020";4;"Plants";"Mean field";"Plants";"one"
"PLCO";0,212605195226764;0,542362956620882;"2020";4;"Plants";"Mean field";"Plants";"one"
"POMA";0,21317802942768;0,540168491745316;"2020";4;"Plants";"Mean field";"Plants";"one"
"SASO";0,212493721267506;0,533308294332054;"2020";4;"Plants";"Mean field";"Plants";"one"
"BEMA";0,0127774213960266;0,808399639232304;"2020";4;"Plants";"Resources";"Plants";"one"
"CETE";0,000892909802692251;0,773605780913929;"2020";4;"Plants";"Resources";"Plants";"one"
"CHFU";0,0114493319739518;0,730070043760649;"2020";4;"Plants";"Resources";"Plants";"one"
"HOMA";0,00906767395722332;0,277416814393287;"2020";4;"Plants";"Resources";"Plants";"one"
"LEMA";0,0222788157255263;0,774724088388466;"2020";4;"Plants";"Resources";"Plants";"one"
"MESP";8,42633847637359e-05;0,742156287128826;"2020";4;"Plants";"Resources";"Plants";"one"
"PAIN";0,00333770245254326;0,723084201550471;"2020";4;"Plants";"Resources";"Plants";"one"
"PLCO";0,00884668040820581;0,743736386912492;"2020";4;"Plants";"Resources";"Plants";"one"
"POMA";0,00355858815344079;0,752697150692147;"2020";4;"Plants";"Resources";"Plants";"one"
"SASO";0,000241367621456498;0,703133507884918;"2020";4;"Plants";"Resources";"Plants";"one"
"BEMA";0,0113206824875824;0,781023240835318;"2020";4;"Plants";"Resources and 
phenology";"Plants";"one"
"CETE";0,000215662653345465;0,782831515568473;"2020";4;"Plants";"Resources and 
phenology";"Plants";"one"
"CHFU";0,00772882903061603;0,782473831981496;"2020";4;"Plants";"Resources and 
phenology";"Plants";"one"
"HOMA";0,00750492833182884;0,315757588639612;"2020";4;"Plants";"Resources and 
phenology";"Plants";"one"
"LEMA";0,0254354388689454;0,78733447004813;"2020";4;"Plants";"Resources and 
phenology";"Plants";"one"
"MESP";5,35789317824127e-05;0,779801069375478;"2020";4;"Plants";"Resources and 
phenology";"Plants";"one"
"PAIN";0,00413359403266666;0,817976289701504;"2020";4;"Plants";"Resources and 
phenology";"Plants";"one"
"PLCO";0,0115693712426659;0,716581303552493;"2020";4;"Plants";"Resources and 
phenology";"Plants";"one"
"POMA";0,00322537008681104;0,75648066722288;"2020";4;"Plants";"Resources and 
phenology";"Plants";"one"
"SASO";0,000269671428635826;0,7245699114967;"2020";4;"Plants";"Resources and 
phenology";"Plants";"one"
"BEMA";0,207800790886137;0,470642440743716;"2019";5;"Plants";"Mean field";"Plants";"one"
"CETE";0,208760331565273;0,485038561425283;"2019";5;"Plants";"Mean field";"Plants";"one"
"CHFU";0,207356778219031;0,46777284629342;"2019";5;"Plants";"Mean field";"Plants";"one"
"HOMA";0,20867442092511;0,495912403267599;"2019";5;"Plants";"Mean field";"Plants";"one"
"LEMA";0,20948602612887;0,465556994533495;"2019";5;"Plants";"Mean field";"Plants";"one"
"MESP";0,207466020386384;0,457512621962189;"2019";5;"Plants";"Mean field";"Plants";"one"
"PAIN";0,207157207767482;0,445102981984239;"2019";5;"Plants";"Mean field";"Plants";"one"
"POMA";0,2083040129331;0,501079579578524;"2019";5;"Plants";"Mean field";"Plants";"one"
"PUPA";0,20733835528362;0,481407702646647;"2019";5;"Plants";"Mean field";"Plants";"one"
"RAPE";0,207423731114312;0,474969369237818;"2019";5;"Plants";"Mean field";"Plants";"one"
"SASO";0,206721446249668;0,437481639918994;"2019";5;"Plants";"Mean field";"Plants";"one"
"SOAS";0,206901765945514;0,498473489040753;"2019";5;"Plants";"Mean field";"Plants";"one"
"BEMA";0,0266669838411811;0,733035024102697;"2019";5;"Plants";"Resources";"Plants";"one"
"CETE";0,0120375821541589;0,742232822997015;"2019";5;"Plants";"Resources";"Plants";"one"
"CHFU";0,0156720009321687;0,595932807471614;"2019";5;"Plants";"Resources";"Plants";"one"
"HOMA";0,00745544036273548;0,248795618110072;"2019";5;"Plants";"Resources";"Plants";"one"
"LEMA";0,0111784358426171;0,603813589298638;"2019";5;"Plants";"Resources";"Plants";"one"
"MESP";0,000140732379474206;0,654769892461171;"2019";5;"Plants";"Resources";"Plants";"one"
"PAIN";0,00660927848214792;0,631543314459213;"2019";5;"Plants";"Resources";"Plants";"one"
"POMA";0,00875521502269449;0,690086533719381;"2019";5;"Plants";"Resources";"Plants";"one"
"PUPA";0,0627689656526458;0,750654147459032;"2019";5;"Plants";"Resources";"Plants";"one"
"RAPE";0,046454220573983;0,830180793803783;"2019";5;"Plants";"Resources";"Plants";"one"
"SASO";0,000866544393299888;0,641681191506986;"2019";5;"Plants";"Resources";"Plants";"one"
"SOAS";0,00552709501566689;0,673136707259141;"2019";5;"Plants";"Resources";"Plants";"one"
"BEMA";0,016098448830895;0,768795905190728;"2019";5;"Plants";"Resources and 
phenology";"Plants";"one"
"CETE";0,0117689294882997;0,670680087193741;"2019";5;"Plants";"Resources and 
phenology";"Plants";"one"
"CHFU";0,00662431028851016;0,617197058720788;"2019";5;"Plants";"Resources and 
phenology";"Plants";"one"
"HOMA";0,00546776911409241;0,306650908734112;"2019";5;"Plants";"Resources and 
phenology";"Plants";"one"
"LEMA";0,010060070820278;0,656656468242863;"2019";5;"Plants";"Resources and 
phenology";"Plants";"one"
"MESP";0,000303431959301048;0,660127538765098;"2019";5;"Plants";"Resources and 
phenology";"Plants";"one"
"PAIN";0,00508664499630029;0,661591603150956;"2019";5;"Plants";"Resources and 
phenology";"Plants";"one"
"POMA";0,00432736018828199;0,658372646029082;"2019";5;"Plants";"Resources and 
phenology";"Plants";"one"
"PUPA";0,0379777841999078;0,685912984560947;"2019";5;"Plants";"Resources and 
phenology";"Plants";"one"
"RAPE";0,0146698153729677;0,807440417299061;"2019";5;"Plants";"Resources and 
phenology";"Plants";"one"
"SASO";0,00093338464042854;0,670764587842694;"2019";5;"Plants";"Resources and 
phenology";"Plants";"one"
"SOAS";0,00381533920475562;0,698989975482827;"2019";5;"Plants";"Resources and 
phenology";"Plants";"one"
"BEMA";0,209000409095443;0,496422389994405;"2020";5;"Plants";"Mean field";"Plants";"one"
"CETE";0,207736580918573;0,456521233720955;"2020";5;"Plants";"Mean field";"Plants";"one"
"CHFU";0,209239811438514;0,474430738732874;"2020";5;"Plants";"Mean field";"Plants";"one"
"HOMA";0,208166833442086;0,471705106967679;"2020";5;"Plants";"Mean field";"Plants";"one"
"LEMA";0,207719404052827;0,46306853932389;"2020";5;"Plants";"Mean field";"Plants";"one"
"MESP";0,2063539146701;0,505662912986218;"2020";5;"Plants";"Mean field";"Plants";"one"
"PAIN";0,209475778138845;0,48958141314689;"2020";5;"Plants";"Mean field";"Plants";"one"
"POMA";0,20776770694808;0,473697307476048;"2020";5;"Plants";"Mean field";"Plants";"one"
"PUPA";0,207761474996561;0,454565241235999;"2020";5;"Plants";"Mean field";"Plants";"one"
"RAPE";0,208247240407248;0,539844196180317;"2020";5;"Plants";"Mean field";"Plants";"one"
"SASO";0,20634028784933;0,458656571947803;"2020";5;"Plants";"Mean field";"Plants";"one"
"SOAS";0,208967929011574;0,458513029488945;"2020";5;"Plants";"Mean field";"Plants";"one"
"BEMA";0,0243435771947114;0,646879715575005;"2020";5;"Plants";"Resources";"Plants";"one"
"CETE";0,0158409326236113;0,619978832889298;"2020";5;"Plants";"Resources";"Plants";"one"
"CHFU";0,0139115399772189;0,730330554228247;"2020";5;"Plants";"Resources";"Plants";"one"
"HOMA";0,00976088597392162;0,239928973912174;"2020";5;"Plants";"Resources";"Plants";"one"
"LEMA";0,00967724059246711;0,571668919805644;"2020";5;"Plants";"Resources";"Plants";"one"
"MESP";0,000302332189757944;0,603543633891075;"2020";5;"Plants";"Resources";"Plants";"one"
"PAIN";0,00836076872695069;0,63843660853359;"2020";5;"Plants";"Resources";"Plants";"one"
"POMA";0,00779678884393044;0,62614823609061;"2020";5;"Plants";"Resources";"Plants";"one"
"PUPA";0,0506817748922249;0,715412929567853;"2020";5;"Plants";"Resources";"Plants";"one"
"RAPE";0,0481471336867116;0,786625705710021;"2020";5;"Plants";"Resources";"Plants";"one"
"SASO";0,00128239128685364;0,638906395075296;"2020";5;"Plants";"Resources";"Plants";"one"
"SOAS";0,00310787190427177;0,679496805124954;"2020";5;"Plants";"Resources";"Plants";"one"
"BEMA";0,0141337743000326;0,692812140245711;"2020";5;"Plants";"Resources and 
phenology";"Plants";"one"
"CETE";0,0124425489826647;0,687399105709341;"2020";5;"Plants";"Resources and 
phenology";"Plants";"one"
"CHFU";0,00995100869686179;0,605158689475509;"2020";5;"Plants";"Resources and 
phenology";"Plants";"one"
"HOMA";0,00683665405614137;0,303986687602742;"2020";5;"Plants";"Resources and 
phenology";"Plants";"one"
"LEMA";0,0145634571091299;0,654402354840246;"2020";5;"Plants";"Resources and 
phenology";"Plants";"one"
"MESP";4,34954437156545e-05;0,705211603329004;"2020";5;"Plants";"Resources and 
phenology";"Plants";"one"
"PAIN";0,00502056107799894;0,700469375893333;"2020";5;"Plants";"Resources and 
phenology";"Plants";"one"
"POMA";0,00340212245490456;0,644012386529514;"2020";5;"Plants";"Resources and 
phenology";"Plants";"one"
"PUPA";0,0344140945691776;0,715255791018349;"2020";5;"Plants";"Resources and 
phenology";"Plants";"one"
"RAPE";0,019455660099392;0,750656895443134;"2020";5;"Plants";"Resources and 
phenology";"Plants";"one"
"SASO";0,000727877074740092;0,651586770346692;"2020";5;"Plants";"Resources and 
phenology";"Plants";"one"
"SOAS";0,00193756369572566;0,704116822291029;"2020";5;"Plants";"Resources and 
phenology";"Plants";"one"
"CETE";0,215053463938138;0,689071232503973;"2019";6;"Plants";"Mean field";"Plants";"one"
"CHFU";0,215348304596079;0,641506411536248;"2019";6;"Plants";"Mean field";"Plants";"one"
"HOMA";0,214357623553802;0,586552909370994;"2019";6;"Plants";"Mean field";"Plants";"one"
"LEMA";0,210023293620866;0,624817467221657;"2019";6;"Plants";"Mean field";"Plants";"one"
"PAIN";0,208209150121375;0,624947374227852;"2019";6;"Plants";"Mean field";"Plants";"one"
"PLCO";0,215170515991483;0,587135094401906;"2019";6;"Plants";"Mean field";"Plants";"one"
"POMA";0,215124992524534;0,635551647262564;"2019";6;"Plants";"Mean field";"Plants";"one"
"PUPA";0,215668531992266;0,615788353906121;"2019";6;"Plants";"Mean field";"Plants";"one"
"SPRU";0,213878494878589;0,627351635077066;"2019";6;"Plants";"Mean field";"Plants";"one"
"CETE";0,00264717734594369;0,90364174968125;"2019";6;"Plants";"Resources";"Plants";"one"
"CHFU";0,0205286746047016;0,785251669813538;"2019";6;"Plants";"Resources";"Plants";"one"
"HOMA";0,00520532979264884;0,29032842872462;"2019";6;"Plants";"Resources";"Plants";"one"
"LEMA";0,011973488582473;0,865028999093764;"2019";6;"Plants";"Resources";"Plants";"one"
"PAIN";0,0059830353437999;0,751165002945244;"2019";6;"Plants";"Resources";"Plants";"one"
"PLCO";0,00488854888435003;0,762974972195146;"2019";6;"Plants";"Resources";"Plants";"one"
"POMA";0,00352319983597347;0,770103063375046;"2019";6;"Plants";"Resources";"Plants";"one"
"PUPA";0,00620230396286963;0,865467611473466;"2019";6;"Plants";"Resources";"Plants";"one"
"SPRU";0,00873561158082748;0,820274051135191;"2019";6;"Plants";"Resources";"Plants";"one"
"CETE";0,00163395935129403;0,809129592953917;"2019";6;"Plants";"Resources and 
phenology";"Plants";"one"
"CHFU";0,0101335540556187;0,954855631065457;"2019";6;"Plants";"Resources and 
phenology";"Plants";"one"
"HOMA";0,00404378364298423;0,345320627152077;"2019";6;"Plants";"Resources and 
phenology";"Plants";"one"
"LEMA";0,0105708271429883;0,818619988309619;"2019";6;"Plants";"Resources and 
phenology";"Plants";"one"
"PAIN";0,00283165497343319;0,798287391229808;"2019";6;"Plants";"Resources and 
phenology";"Plants";"one"
"PLCO";0,00635815588536968;0,88582158519735;"2019";6;"Plants";"Resources and 
phenology";"Plants";"one"
"POMA";0,00278861301115932;0,834532635318629;"2019";6;"Plants";"Resources and 
phenology";"Plants";"one"
"PUPA";0,00570166848208561;0,83588949809973;"2019";6;"Plants";"Resources and 
phenology";"Plants";"one"
"SPRU";0,00561525319716018;0,869979483120069;"2019";6;"Plants";"Resources and 
phenology";"Plants";"one"
"CETE";0,210686892118908;0,670656482435003;"2020";6;"Plants";"Mean field";"Plants";"one"
"CHFU";0,216232750140197;0,65240116963076;"2020";6;"Plants";"Mean field";"Plants";"one"
"HOMA";0,210931581483739;0,599273051182749;"2020";6;"Plants";"Mean field";"Plants";"one"
"LEMA";0,213212106670222;0,604171617728832;"2020";6;"Plants";"Mean field";"Plants";"one"
"PAIN";0,212820126358626;0,575503847126565;"2020";6;"Plants";"Mean field";"Plants";"one"
"PLCO";0,211503516430306;0,615143412463063;"2020";6;"Plants";"Mean field";"Plants";"one"
"POMA";0,209784454818168;0,597613254534415;"2020";6;"Plants";"Mean field";"Plants";"one"
"PUPA";0,213743832915693;0,642706030088227;"2020";6;"Plants";"Mean field";"Plants";"one"
"SPRU";0,214551625104108;0,60580946492437;"2020";6;"Plants";"Mean field";"Plants";"one"
"CETE";0,00288441489754864;0,887983928054432;"2020";6;"Plants";"Resources";"Plants";"one"
"CHFU";0,0133923795310038;0,788990773557578;"2020";6;"Plants";"Resources";"Plants";"one"
"HOMA";0,00175267693097832;0,298898698570928;"2020";6;"Plants";"Resources";"Plants";"one"
"LEMA";0,0115305986133076;0,769308908975396;"2020";6;"Plants";"Resources";"Plants";"one"
"PAIN";0,00781059464294137;0,807199458164219;"2020";6;"Plants";"Resources";"Plants";"one"
"PLCO";0,0119554322648706;0,779676823497815;"2020";6;"Plants";"Resources";"Plants";"one"
"POMA";0,00529706106698616;0,923359319279705;"2020";6;"Plants";"Resources";"Plants";"one"
"PUPA";0,00683451699758059;0,879938919754061;"2020";6;"Plants";"Resources";"Plants";"one"
"SPRU";0,00787483687260145;0,819430683317644;"2020";6;"Plants";"Resources";"Plants";"one"
"CETE";0,000461191001285346;0,831630903352308;"2020";6;"Plants";"Resources and 
phenology";"Plants";"one"
"CHFU";0,0108022741329132;0,852067928081438;"2020";6;"Plants";"Resources and 
phenology";"Plants";"one"
"HOMA";0,00573294331474481;0,360506026179747;"2020";6;"Plants";"Resources and 
phenology";"Plants";"one"
"LEMA";0,0115293085725123;0,845287969302927;"2020";6;"Plants";"Resources and 
phenology";"Plants";"one"
"PAIN";0,00272009648199147;0,822627437989848;"2020";6;"Plants";"Resources and 
phenology";"Plants";"one"
"PLCO";0,00768833595488712;0,768339473215842;"2020";6;"Plants";"Resources and 
phenology";"Plants";"one"
"POMA";0,00294195839423554;0,828653446187695;"2020";6;"Plants";"Resources and 
phenology";"Plants";"one"
"PUPA";0,00704949136934595;0,77452443692257;"2020";6;"Plants";"Resources and 
phenology";"Plants";"one"
"SPRU";0,0120744918196439;0,859454737001447;"2020";6;"Plants";"Resources and 
phenology";"Plants";"one"
"BEMA";0,192559417279081;0,359376245232254;"2019";7;"Plants";"Mean field";"Plants";"one"
"CETE";0,192369621386653;0,34477774661261;"2019";7;"Plants";"Mean field";"Plants";"one"
"CHFU";0,192605343568001;0,353743382671239;"2019";7;"Plants";"Mean field";"Plants";"one"
"CHMI";0,192983210807196;0,360987042198024;"2019";7;"Plants";"Mean field";"Plants";"one"
"HOMA";0,192735352653753;0,338840547661031;"2019";7;"Plants";"Mean field";"Plants";"one"
"LEMA";0,192699578865832;0,35241931521788;"2019";7;"Plants";"Mean field";"Plants";"one"
"MESP";0,191859677438117;0,338477309376317;"2019";7;"Plants";"Mean field";"Plants";"one"
"PAIN";0,193031957978651;0,343783876633878;"2019";7;"Plants";"Mean field";"Plants";"one"
"PLCO";0,192597883180506;0,351678968041294;"2019";7;"Plants";"Mean field";"Plants";"one"
"POMA";0,192679042957699;0,346278544949459;"2019";7;"Plants";"Mean field";"Plants";"one"
"POMO";0,19293903477072;0,347697782497179;"2019";7;"Plants";"Mean field";"Plants";"one"
"PUPA";0,192179609411304;0,358881798552133;"2019";7;"Plants";"Mean field";"Plants";"one"
"RAPE";0,19280259081068;0,347920692035039;"2019";7;"Plants";"Mean field";"Plants";"one"
"SASO";0,192501021932631;0,356256972007731;"2019";7;"Plants";"Mean field";"Plants";"one"
"SCLA";0,192580907429653;0,335494308310049;"2019";7;"Plants";"Mean field";"Plants";"one"
"SOAS";0,192291274953676;0,344045629162208;"2019";7;"Plants";"Mean field";"Plants";"one"
"SPRU";0,192378224432443;0,357666250894933;"2019";7;"Plants";"Mean field";"Plants";"one"
"BEMA";0,152038363922718;0,364314499135453;"2019";7;"Plants";"Resources";"Plants";"one"
"CETE";0,181034636505694;0,414635616445779;"2019";7;"Plants";"Resources";"Plants";"one"
"CHFU";0,082821847813528;0,398032261958687;"2019";7;"Plants";"Resources";"Plants";"one"
"CHMI";0,00168286062076753;0,293565663521052;"2019";7;"Plants";"Resources";"Plants";"one"
"HOMA";0,0929496459451574;0,336237653338249;"2019";7;"Plants";"Resources";"Plants";"one"
"LEMA";0,0878199470605736;0,262337330712721;"2019";7;"Plants";"Resources";"Plants";"one"
"MESP";0,16318083409796;0,378133410650681;"2019";7;"Plants";"Resources";"Plants";"one"
"PAIN";0,17755336018966;0,431757520422606;"2019";7;"Plants";"Resources";"Plants";"one"
"PLCO";0,117916598286819;0,422581122981809;"2019";7;"Plants";"Resources";"Plants";"one"
"POMA";0,04743805083043;0,196630262971404;"2019";7;"Plants";"Resources";"Plants";"one"
"POMO";0,111721874086988;0,414487882296082;"2019";7;"Plants";"Resources";"Plants";"one"
"PUPA";0,147516877198064;0,39892073949298;"2019";7;"Plants";"Resources";"Plants";"one"
"RAPE";0,0771302188087782;0,462671157227578;"2019";7;"Plants";"Resources";"Plants";"one"
"SASO";0,0590361232739718;0,27730857964049;"2019";7;"Plants";"Resources";"Plants";"one"
"SCLA";0,175286600327483;0,45054313075289;"2019";7;"Plants";"Resources";"Plants";"one"
"SOAS";0,0885692481202708;0,40812626720757;"2019";7;"Plants";"Resources";"Plants";"one"
"SPRU";0,152030133815086;0,313895744971651;"2019";7;"Plants";"Resources";"Plants";"one"
"BEMA";0,133996289705478;0,445304482603112;"2019";7;"Plants";"Resources and 
phenology";"Plants";"one"
"CETE";0,114198024579513;0,363020884796476;"2019";7;"Plants";"Resources and 
phenology";"Plants";"one"
"CHFU";0,0606572008171569;0,389414450145007;"2019";7;"Plants";"Resources and 
phenology";"Plants";"one"
"CHMI";0,000582648949794976;0,399764810285777;"2019";7;"Plants";"Resources and 
phenology";"Plants";"one"
"HOMA";0,0925059160585429;0,383481843004743;"2019";7;"Plants";"Resources and 
phenology";"Plants";"one"
"LEMA";0,089016657653942;0,294407101014589;"2019";7;"Plants";"Resources and 
phenology";"Plants";"one"
"MESP";0,187477982454225;0,4028287843166;"2019";7;"Plants";"Resources and 
phenology";"Plants";"one"
